Source,Target,Type,Id,Label,Weight,se_code,title/description,source_name,target_name,new_topics_ctfidf
801,1755,Undirected,13302,,0.166667,COP27-161,"deploying a broad portfolio of technology solutions to advance energy transition & decarbonization technology solutions as clean energy, energy efficiency, clean building materials and cdr, adapted to different localities, will be needed to facilitate the needed transitions to achieve 2050 goals. developing technical capacity of workforce & creating public-private partnerships will be essential.",Grace Richardson Fund (GRF),European Business Council for Sustainable Energy (e5),2
1298,798,Undirected,13303,,1,COP20-093,implications of the energy-efficiency gap for reducing greenhouse-gas emissions the discussion will be based on research on the “energy-efficiency gap”—the apparent difference between predicted and measured rates of adoption of energy-efficiency technology. panelists will explore the implications of this gap for climate-change mitigation.,Harvard University,ZEW - Leibniz Centre for European Economic Research (ZEW),2
1254,72,Undirected,13304,,1,COP25-149,"promote renewable energy deployment——take action for the paris agreement time to action: as a responsible developing country, china is willing to share its experiences in and achievements on renewable energy development with other developing countries. the platform of south-south cooperation can be used to advance renewable energy deployment globally.",Trustees of Tufts College (Tufts University),Chinese Renewable Energy Industry Association (CREIA),2
1444,72,Undirected,13305,,0.333333,COP28-266,"strengthen international industry chain cooperation and accelerate energy transition we convene directors of international energy institutions, high level representatives from leading clean energy companies and financial institutions to discuss key results of the global stocktake from the industrial perspective, expecting to make contribution to scaling up renewable energy globally.",China New Energy Chamber of Commerce (CNECC),Chinese Renewable Energy Industry Association (CREIA),2
38,72,Undirected,13306,,0.333333,COP28-266,"strengthen international industry chain cooperation and accelerate energy transition we convene directors of international energy institutions, high level representatives from leading clean energy companies and financial institutions to discuss key results of the global stocktake from the industrial perspective, expecting to make contribution to scaling up renewable energy globally.",Danish Society of Engineers,Chinese Renewable Energy Industry Association (CREIA),2
1444,38,Undirected,13307,,0.333333,COP28-266,"strengthen international industry chain cooperation and accelerate energy transition we convene directors of international energy institutions, high level representatives from leading clean energy companies and financial institutions to discuss key results of the global stocktake from the industrial perspective, expecting to make contribution to scaling up renewable energy globally.",China New Energy Chamber of Commerce (CNECC),Danish Society of Engineers,2
396,1576,Undirected,13308,,1,COP24-227,stepping up ndc ambition and bringing socio-economic benefits through enhanced deployment of re participants from climate vulnerable countries will discuss how they can achieve energy decarbonisation through enhanced deployment of renewables and what socio-economic benefits the deployment can bring to these countries.,International Renewable Energy Agency (IRENA),Climate Action Network International (CAN International),2
1097,1576,Undirected,13309,,0.333333,COP28-339,"a just transition for a rapid and equitable phase out of fossil fuels extraction just transition strategies are key for gaining the social support needed to deliver a rapid, just and equitable phase out of fossil fuels to an energy and economic system that is efficient, fair and universal. human rights, equity and climate ambition will be central to the discussion.",Climate Action Network Canada (CAN-Rac),Climate Action Network International (CAN International),19
1097,1,Undirected,13310,,0.5,COP27-164,"international cooperation for a rapid, just and equitable energy transition urgent and rapid transition towards an equitable and just energy system is key in achieving the global climate goals. but this can’t be done without joint efforts from the north and south, and taking into account the existing struggles and challenges of the most vulnerable to the climate crisis.",Climate Action Network Canada (CAN-Rac),International Forum on Globalization Inc. (IFG),2
1576,1,Undirected,13311,,0.333333,COP28-339,"a just transition for a rapid and equitable phase out of fossil fuels extraction just transition strategies are key for gaining the social support needed to deliver a rapid, just and equitable phase out of fossil fuels to an energy and economic system that is efficient, fair and universal. human rights, equity and climate ambition will be central to the discussion.",Climate Action Network International (CAN International),International Forum on Globalization Inc. (IFG),19
